names,summary,cusine,price,reviews_count,rating,address,url
Hawksmoor Air Street,Devonshire market fish and prime cuts of matured beef served in Art Deco surrounds.,Steak house,££££,"3,046 reviews",4.6,"5A Air St, London W1J 0AD","https://www.google.com/maps/place/Hawksmoor+Air+Street/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d41e4f9b97:0xfd117ecf2c565e5b!8m2!3d51.5097064!4d-0.1362074!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2U"
temper City,NA,Steak house,£££,437 reviews,4.3,"2 Angel Ct, London EC2R 7HJ","https://www.google.com/maps/place/temper+City/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487603534cf20cb9:0x65f72bf33d92ee68!8m2!3d51.5149542!4d-0.0873295!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2U"
Kiln,Casual open kitchen cooking noodles & Thai-inspired dishes using wood-burning ovens and grills.,Thai restaurant,££,"1,837 reviews",4.4,"58 Brewer St, London W1F 9TL","https://www.google.com/maps/place/Kiln/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d46eeab9ff:0x327d3035b194d3b8!8m2!3d51.5114007!4d-0.136059!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEPdGhhaV9yZXN0YXVyYW50"
Scully St James's,NA,Restaurant,Not Available,572 reviews,4.7,"4 St James's Market, St. James's, London SW1Y 4AH","https://www.google.com/maps/place/Scully+St+James's/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d15cac84af:0x5e1284e7a3e3e42b!8m2!3d51.508665!4d-0.1330131!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Caffè Concerto Haymarket,"Elegant Italian chain with a menu of mains, traditional dishes, salads and baked items.",Cafe,££,559 reviews,3.6,"45 Haymarket, St. James's, London SW1Y 4SE","https://www.google.com/maps/place/Caff%C3%A8+Concerto+Haymarket/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d162b49ad3:0x2dfb514c985ce913!8m2!3d51.5098726!4d-0.1332125!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEEY2FmZQ"
Novikov Restaurant & Bar,"Russian restaurateur's ornate, 3-floor, see-and-be-seen Asian and Italian combination, with bar.",Restaurant,££££,"3,681 reviews",4.3,"50A Berkeley St, London W1J 8HA","https://www.google.com/maps/place/Novikov+Restaurant+%26+Bar/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760529b999c21d:0x549dee0a1aac950!8m2!3d51.5077048!4d-0.1429171!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Regency Cafe,"No frills corner cafe with tiled exterior, for full English breakfasts and traditional British menu.",Cafe,£,"2,542 reviews",4.7,"17-19 Regency St, London SW1P 4BY","https://www.google.com/maps/place/Regency+Cafe/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604dd8061aee7:0x9fb87b86a09b1332!8m2!3d51.4939694!4d-0.1322131!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEEY2FmZQ"
Tasting Italy - Italian Restaurant,NA,Italian restaurant,££,441 reviews,4.3,"38 Panton St, London SW1Y 4EA","https://www.google.com/maps/place/Tasting+Italy+-+Italian+Restaurant/@51.5135313,-0.1438243,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d22788e39b:0x2f21c8e85d081ab6!8m2!3d51.5095698!4d-0.13197!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Tasting Italy - Italian Restaurant,NA,Italian restaurant,££,441 reviews,4.3,"38 Panton St, London SW1Y 4EA","https://www.google.com/maps/place/Tasting+Italy+-+Italian+Restaurant/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d22788e39b:0x2f21c8e85d081ab6!8m2!3d51.5095698!4d-0.13197!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Gymkhana,"Tandoor oven roasts, sigri charcoal grills and seasonal curries at Raj-era themed Indian restaurant.",Indian restaurant,££££,"1,310 reviews",4.5,"42 Albemarle St, London W1S 4JH","https://www.google.com/maps/place/Gymkhana/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760529e6f909b7:0xcd2c9e853caef302!8m2!3d51.5084912!4d-0.1414724!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERaW5kaWFuX3Jlc3RhdXJhbnQ"
Kricket Soho,Funky joint for small plates & cocktails that blend British ingredients & Mumbai-inspired flavours.,Indian restaurant,££,"1,191 reviews",4.5,"12 Denman St, London W1D 7HJ","https://www.google.com/maps/place/Kricket+Soho/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d40af1695d:0x541519c451f66d70!8m2!3d51.5108075!4d-0.1351688!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERaW5kaWFuX3Jlc3RhdXJhbnQ"
La Padella,NA,Restaurant,Not Available,Restaurant,Not Available,"2 Exeter St, London WC2E 7DS","https://www.google.com/maps/place/La+Padella/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cbbf2b6a75:0xe6cd6b94f5ae0dbb!8m2!3d51.5111434!4d-0.1214539!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSAQpyZXN0YXVyYW50"
BRAT Restaurant,There’s strong Basque influences on the menu of this rustic Spanish spot with open wood fire grill.,Bar & grill,££,828 reviews,4.6,"4 Redchurch St, London E1 6JL","https://www.google.com/maps/place/BRAT+Restaurant/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761cb0b66575ed:0xbc95fbb590ac2921!8m2!3d51.5242042!4d-0.0767031!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgENYmFyX2FuZF9ncmlsbA"
Dinner by Heston Blumenthal,"Elegant, contemporary dining room in opulent hotel, for a menu inspired by British culinary history.",British restaurant,££££,"1,351 reviews",4.6,"66 Knightsbridge, London SW1X 7LA","https://www.google.com/maps/place/Dinner+by+Heston+Blumenthal/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876053998f43547:0x60f3fd42f231a0fa!8m2!3d51.502161!4d-0.159964!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESYnJpdGlzaF9yZXN0YXVyYW50"
Hawksmoor Seven Dials,NA,Steak house,£££,"2,999 reviews",4.6,"11 Langley St, London WC2H 9JG","https://www.google.com/maps/place/Hawksmoor+Seven+Dials/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ccdf106809:0x1a0d5f013c2e0639!8m2!3d51.5134851!4d-0.1257198!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2U"
Gauthier Soho,"Intimate dining on 3 floors of Regency townhouse, starring Alexis Gauthier's modern French cuisine.",Modern French restaurant,££££,640 reviews,4.6,"21 Romilly St, London W1D 5AF","https://www.google.com/maps/place/Gauthier+Soho/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2faf5cb3f:0x382882c938add701!8m2!3d51.5127566!4d-0.1314549!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbW9kZXJuX2ZyZW5jaF9yZXN0YXVyYW50"
Frenchie Covent Garden,"Bright cousin of the Parisian original, serving globally influenced French fare & drinks to match.",Modern French restaurant,£££,660 reviews,4.4,"16 Henrietta St, London WC2E 8QH","https://www.google.com/maps/place/Frenchie+Covent+Garden/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc0d6da9bf:0xc2745cb912f56337!8m2!3d51.5108856!4d-0.1239602!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbW9kZXJuX2ZyZW5jaF9yZXN0YXVyYW50"
The Barbary,Petite eatery for small plates with Berber-style flavors served at a bar by a central kitchen.,North African restaurant,£££,931 reviews,4.6,"16 Neal's Yard, London WC2H 9DP","https://www.google.com/maps/place/The+Barbary/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cd283a0115:0x1fa90333af1e4c95!8m2!3d51.5144401!4d-0.126181!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbm9ydGhfYWZyaWNhbl9yZXN0YXVyYW50"
Alain Ducasse at The Dorchester,"Imaginative Modern French haute cuisine from chef Jocelyn Herland, with a fiber-optic backdrop.",Modern French restaurant,££££,393 reviews,4.2,"53 Park Ln, London W1K 1QA","https://www.google.com/maps/place/Alain+Ducasse+at+The+Dorchester/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052e2bf6a30d:0x398856150b295bed!8m2!3d51.5072938!4d-0.1523412!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbW9kZXJuX2ZyZW5jaF9yZXN0YXVyYW50"
Fumo,A marble feature bar and elegant dining room for a menu of Italian cooking from the Milan region.,Italian restaurant,£££,"1,385 reviews",4.2,"37 St Martin's Ln, London WC2N 4ER","https://www.google.com/maps/place/Fumo/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdd0d803e3:0x4e673aa69b8602c!8m2!3d51.5100532!4d-0.1267876!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Leroy,NA,Restaurant,Not Available,379 reviews,4.5,"18 Phipp St, London EC2A 4NU","https://www.google.com/maps/place/Leroy/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761cb022e0f1ad:0x42afe1d2d2a7670a!8m2!3d51.5240195!4d-0.081501!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Il Vicolo Ristorante Italiano,"Small Italian restaurant in pedestrian alley, with contemporary cream decor and modern art.",Italian restaurant,££,101 reviews,4.4,"3-4 Crown Passage, St. James's, London SW1Y 6PP","https://www.google.com/maps/place/Il+Vicolo+Ristorante+Italiano/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d70b051719:0x1d58e50ab28f0735!8m2!3d51.505766!4d-0.1376386!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
14 Hills,NA,Modern European restaurant,Not Available,657 reviews,4.2,"14th floor, 120 Fenchurch St, London EC3M 5AL","https://www.google.com/maps/place/14+Hills/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876050f6e3ee4c7:0xc805c661e3e7ddfe!8m2!3d51.512273!4d-0.0808058!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
SMOKESTAK,NA,Barbecue restaurant,Not Available,"2,628 reviews",4.5,"35 Sclater St, London E1 6LB","https://www.google.com/maps/place/SMOKESTAK/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761d337cd558a1:0xf287ce328572d76f!8m2!3d51.5236833!4d-0.0729382!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETYmFyYmVjdWVfcmVzdGF1cmFudA"
Onima,NA,Mediterranean restaurant,Not Available,137 reviews,4.3,"1-3 Avery Row, London W1K 4AJ","https://www.google.com/maps/place/Onima/@51.5095698,-0.1669889,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605d0c5c091a3:0x68ed18ce43d2b831!8m2!3d51.5124161!4d-0.1453012!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbWVkaXRlcnJhbmVhbl9yZXN0YXVyYW50"
Rowley's Restaurant,"Old school venue offering steaks, grills and fish since 1976 with special pre-theatre menus.",British restaurant,£££,447 reviews,4.2,"113 Jermyn St, St. James's, London SW1Y 6HJ","https://www.google.com/maps/place/Rowley's+Restaurant/@51.5095698,-0.1669889,13z/data=!3m1!5s0x487660e33649f6e9:0x5ab234471a0c7b14!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d14d171a2b:0x5749845a76446df7!8m2!3d51.5089022!4d-0.1349479!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESYnJpdGlzaF9yZXN0YXVyYW50"
San Carlo,NA,Italian restaurant,£££,447 reviews,4.1,"2 Regent Street Saint James's, St. James's, London SW1Y 4LR","https://www.google.com/maps/place/San+Carlo/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760525e0282145:0x841fc26bd190cd88!8m2!3d51.5081847!4d-0.1331089!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Forty Dean Street,Italian staples and set menu options served in a homely dining room.,Italian restaurant,££,379 reviews,4.2,"40 Dean St, London W1D 4PX","https://www.google.com/maps/place/Forty+Dean+Street/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d31ddf6267:0x464ecbe5b0357639!8m2!3d51.513372!4d-0.1321231!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Aulis London,NA,Restaurant,Not Available,38 reviews,4.7,"16a St Anne's Ct, London W1F 0BF","https://www.google.com/maps/place/Aulis+London/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760527a07a97c9:0x7deb7deb29c025f0!8m2!3d51.5143533!4d-0.1342968!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
BAO Borough,"Savory Taiwanese steamed buns are the specialty of this narrow, counter-serve eatery.",Taiwanese restaurant,Not Available,573 reviews,4.1,"13 Stoney St, London SE1 9AD","https://www.google.com/maps/place/BAO+Borough/@51.5082019,-0.1680784,13z/data=!3m1!5s0x48760357984487bf:0x786455c4e3753911!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487603cc1856eddb:0x2b5b3d756a8d6ac4!8m2!3d51.5057149!4d-0.0916797!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUdGFpd2FuZXNlX3Jlc3RhdXJhbnQ"
Monmouth Kitchen,NA,Restaurant,£££,587 reviews,4.1,,"https://www.google.com/maps/place/Monmouth+Kitchen/@51.5082019,-0.1680784,13z/data=!3m1!5s0xaf0d2e9262c81a1:0x865bb95706dd938d!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cd24944a5d:0x38eb1e8b04f38a77!8m2!3d51.514011!4d-0.1271184!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Gloria,"Italian fare in an elevated dining room with a marble bar, mirrored ceiling, & rich, eclectic decor.",Italian restaurant,££,"3,920 reviews",4.7,"54-56 Great Eastern St, London EC2A 3QR","https://www.google.com/maps/place/Gloria/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761d27e14edf8f:0x56a65d5c3cdf7036!8m2!3d51.525092!4d-0.0813734!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Iran Restaurant,"Simply styled, white-tablecloth setting for traditional Iranian grilled meats and meze dishes.",Persian restaurant,££,"3,538 reviews",4.7,"27 Shepherd Market, London W1J 7PR","https://www.google.com/maps/place/Iran+Restaurant/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052f2df5210b:0x8ede8879943018b8!8m2!3d51.506428!4d-0.1470289!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEScGVyc2lhbl9yZXN0YXVyYW50"
Estiatorio Milos,"High-end, white-tablecloth pescatarian restaurant focused on imported Greek fish, prepared to order.",Greek restaurant,££££,982 reviews,4.5,"1 Regent Street Saint James's, St. James's, London SW1Y 4NW","https://www.google.com/maps/place/Estiatorio+Milos/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d1160e84d5:0xaad428448d60632b!8m2!3d51.5080636!4d-0.133511!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQZ3JlZWtfcmVzdGF1cmFudA"
Sergio's,"Italian trattoria with a personal touch, where light floods through large double-aspect windows.",Italian restaurant,££,568 reviews,4.4,"84A Great Titchfield St., London W1W 7QY","https://www.google.com/maps/place/Sergio's/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b2a0ba9a781:0xf5a970794b21a31b!8m2!3d51.5190789!4d-0.1407174!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Kerridge's Bar & Grill,NA,Bar & grill,Not Available,511 reviews,4.6,,"https://www.google.com/maps/place/Kerridge's+Bar+%26+Grill/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876059c0e96220b:0xdfa11f2de56276ed!8m2!3d51.5067787!4d-0.1246626!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgENYmFyX2FuZF9ncmlsbA"
May Fair Kitchen,NA,Restaurant,Not Available,665 reviews,4.6,,"https://www.google.com/maps/place/May+Fair+Kitchen/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052853a12a8f:0x282d9efb07ccf538!8m2!3d51.5081479!4d-0.1439447!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Mele e Pere,"Upmarket modern trattoria with Murano glass window display, homemade vermouth and Italian wines.",Italian restaurant,££,961 reviews,4.2,"46 Brewer St, London W1F 9TF","https://www.google.com/maps/place/Mele+e+Pere/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d471c394e7:0x6ac31d7632ea7ad1!8m2!3d51.511625!4d-0.1355528!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Bengal Village - Best of Brick Lane,Each curry is prepared separately at this simple curry house with a menu of hot or mild dishes.,Indian restaurant,££,"1,107 reviews",4.6,"75 Brick Ln, London E1 6QL","https://www.google.com/maps/place/Bengal+Village+-+Best+of+Brick+Lane/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761cb6422a6bef:0x64e077b7992d8c6f!8m2!3d51.5201277!4d-0.0720589!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERaW5kaWFuX3Jlc3RhdXJhbnQ"
Southbank Mediterranean Restaurant - aka Troia,Mediterranean and Middle Eastern cuisine in cafe-style setting with scarlet walls and mosaic lamps.,Mediterranean restaurant,££,"1,287 reviews",4.0,"Unit 3F, County Hall, Belvedere Rd, London SE1 7GQ","https://www.google.com/maps/place/Southbank+Mediterranean+Restaurant+-+aka+Troia/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604b7f781e5a9:0x6bfcb5d459af8458!8m2!3d51.5021215!4d-0.117863!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbWVkaXRlcnJhbmVhbl9yZXN0YXVyYW50"
Six by Nico London,NA,Italian restaurant,Not Available,512 reviews,4.5,"41 Charlotte St., London W1T 1RR","https://www.google.com/maps/place/Six+by+Nico+London/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b1450955ceb:0x59cc8a5dd3695020!8m2!3d51.5191275!4d-0.1355793!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Wiltons Restaurant,NA,Seafood restaurant,££££,344 reviews,4.7,,"https://www.google.com/maps/place/Wiltons+Restaurant/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d648aee96d:0xdb97dd33be83c419!8m2!3d51.5076729!4d-0.1392117!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESc2VhZm9vZF9yZXN0YXVyYW50"
The Oystermen Seafood Bar & Kitchen,"Chef-driven shellfish & seafood creations pair with wines in an intimate, warehouse-chic space.",Fish and seafood restaurant,££,868 reviews,4.6,"32 Henrietta St, London WC2E 8NA","https://www.google.com/maps/place/The+Oystermen+Seafood+Bar+%26+Kitchen/@51.5082019,-0.1680784,13z/data=!3m1!5s0x487604cc74748903:0x9c1da056df2083ef!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc73f6238f:0x79b5783d32778246!8m2!3d51.5112828!4d-0.1235696!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEbZmlzaF9hbmRfc2VhZm9vZF9yZXN0YXVyYW50"
Sabor,"Lively, 2-story Spanish eatery offering tapas plates plus bar & countertop dining in casual digs.",Spanish restaurant,£££,942 reviews,4.6,"35-37 Heddon St, London W1B 4BR","https://www.google.com/maps/place/Sabor/@51.5082019,-0.1680784,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d596f371a1:0x7d7a6b64190bb473!8m2!3d51.5113546!4d-0.1397219!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESc3BhbmlzaF9yZXN0YXVyYW50"
Native,Prix fixe & à la carte menus of creative British cuisine in a cosy dining room with exposed brick.,Restaurant,Not Available,173 reviews,4.1,"Native at Browns, 39 Brook St, London W1K 4JE","https://www.google.com/maps/place/Native/@51.5128219,-0.181719,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760325ce8396c5:0x367c5e78c9e4ad2e!8m2!3d51.5128956!4d-0.1467365!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Bubba Gump Shrimp Co,Family-friendly chain for seafood & American fare served in a fishing-boat-themed setting.,Fish and seafood restaurant,££,"4,469 reviews",3.9,"13 Coventry St, London W1D 7AB","https://www.google.com/maps/place/Bubba+Gump+Shrimp+Co/@51.5128219,-0.181719,13z/data=!3m1!5s0x487604d3cdea0553:0x77b7b2cad1bef2ad!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3ce238213:0x7fe872e8cee3f510!8m2!3d51.5103482!4d-0.1325867!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEbZmlzaF9hbmRfc2VhZm9vZF9yZXN0YXVyYW50"
